,Title,Text
114,Cervical cancer data headache as Kenyans shun hospitals due to Covid disruptions,"Change in health seeking behavior among Kenyans during the Covid-19 pandemic has made it difficult to get the latest statistics of new cervical cancer cases in the country.Experts have expressed concern that since the onset of the virus, most Kenyans have been shunning health facilities for fear of getting infected.January is cervical cancer awareness month.In Kenya, where HPV is the number one cause of cancer in women between the ages of 15 and 44, it is estimated that approximately 5,250 new cases are diagnosed annually.“Girls should come for the first pap smear as soon as it is discovered they are sexually active. Cervical cancer is not a death sentence, get hold of your life,” Consultant gynecologist at The Nairobi Hospital Prof Eunice Cheserem said.Cervical cancer is the leading cause of female cancer deaths in Kenya and is caused by the Human Papilloma Virus (HPV) that is easily preventable though vaccination.“Yeast infections do not cause cervical cancer. However, frequent infections pause a risk because they mean less protection,” Consultant gynecologist at The Nairobi Hospital Dr Koigi Kamau said.Kenya introduced the HPV vaccine in the country in October 2019 targeting 800,000 girls to protect them against the cancer causing virus.The vaccines, provided through support from Gavi, the Vaccine Alliance aim to reach all girls aged 10 in two doses administered six months apart.But with the Covid disruptions, the country has managed to reach slightly above 360,000 girls.According to GAVI, the vaccine alliance, effective implementation and introduction of new vaccines into routine immunisation programmes requires collaboration to raise awareness and generate demand.“Mothers, grandmothers, daughters, wives – too many women’s lives in the poorest countries are cut short by the scourge of cervical cancer, and the greatest tragedy is that the vast majority of cases are entirely preventable via routine immunisation with HPV vaccine,” Gavi CEO Dr Seth Berkley said.Head of Immunisation Programmes Dr Collins Tabu told the Star that the virus containment measures put in place has contributed to the attainment of low numbers than had been anticipated.“It is largely because much as the vaccine is being offered in every health facility, the other aspect is that the targeted outreaches for the vaccine were to be conducted jointly with schools but schools were closed due to the pandemic,” Tabu said.Cervical cancer ranks fourth globally in both incidence and cancer related mortality among women.In Kenya, cancer of the cervix is the second most common kind of cancer in women aged 15 to 44 years after breast cancer.It kills nine women every day, about 3,000 every year, a lethalness only second to breast cancer."
115,Lobby opposes amendment to Alcoholic Drinks Control Act,"The Alcoholic Beverages Association of Kenya has opposed any amendment to the Alcoholic Drinks Control Act of 2010.The association said the amendment through a private member’s Bill by Wundanyi MP Danson Mwakuwona is an ""outrageous, retrogressive proposal that has no place in the country"".The association while making its submissions to the Committee on Administration and National Security, said the National Assembly should reject the Bill altogether. Mwakuwona's bill proposes to limit the packaging of alcoholic products in containers of 750 milliliters or more, guided by the rationale that this would reduce the misuse of alcohol.The Bill also proposes that consumers be forced to pay a cash deposit whenever they intend to purchase alcoholic drinks packed in glass containers.But ABAK chairman Gordon Mutugi said the proposed law is discriminatory to the majority of the alcohol beverage consumers who cannot afford alcohol packaged in 750ml containers, which sells at higher prices and are therefore inaccessible to those who currently buy in smaller containers.He said legally prescribing that consumers buy more than they can consume is not only encouraging irresponsible drinking but is also counterproductive in the fight against illicit alcohol consumption due to unaffordability which the government has been combating for many years.""Elimination of the option to sell alcohol packed in smaller packages would undoubtedly force those who cannot afford quality alcoholic beverages sold in larger packaging to seek illicit and unhealthy alternatives, such as the purchase of alcohol in bulk and sharing it into smaller containers, or consuming contraband alcohol from neighbouring countries,"" he said.Mutugi said the 2010 act already has mechanisms in place to prevent underage access to alcoholic beverages.To him, enforcement of the existing law is essential to ensure there is no alcohol sold or served to minors.""Both alcohol and glass manufacturers have made significant investments in 250ml, 300ml, 440ml and 500ml packaging. These investments will be rendered untenable if the Bill is passed, with billions of shillings at risk, and the knock-on effect will be on employment in both the glass manufacturing and alcohol making and packaging sectors,"" Mutugi said.In a statement to newsrooms, Mutugi said there will be huge cost implications for manufacturers in rejigging production lines (taking many years) meaning direct job losses in manufacturing, one of Kenya’s economic growth pillars.Mutugi argued that the imposition of a deposit requirement on glass containers will force manufacturers to pack alcoholic beverages in polyethylene terephthalate (PET) bottles. This packaging he said has an extremely negative impact on the environment and human health since the material is non-biodegradable.""Forcing the industry to use PETs will undermine all the gallant efforts that have gone into the recycling of PETs,"" he said.He added, ""Alcohol manufacturers have mechanisms to collect returnable glass from the market. Requesting for deposit on the same unduly burdens manufacturers with unnecessarily duplicative financial and administrative processes"".Mutugi also said the glass disposal industry has created a significant value chain where glass manufacturers collect, crash, and recycle cullet (glass prepared for remelting).""This Bill now puts these jobs at great risk and passing this piece of law would mean loss of thousands of value chain jobs in production, distribution, and sale of alcoholic products in Kenya,"" Mutugi said.He said the Bill is an unfortunate effort which, if passed into law, will cripple an industry already reeling from the effects of the Covid-19 pandemic.""The Bill will also not yield the claimed benefits of safeguarding underage drinking or addressing the intended environmental consequences, which are being addressed by ABAK and other manufacturers in Kenya,"" he said."
116,Mwilu asks for prayers as JSC embarks on hiring new CJ,"Acting Chief Justice Philomena Mwilu on Wednesday asked Kenyans to pray ahead of the planned hiring of a new CJ to ensure selfish interests do not take the centre stage in the process.“All we need are your prayers. As I said myself, the exercise we are embarking on is not different from what we have done previously and I pray that the Lord God will remain in us and keep us guided on the right path so that we know that we don’t exist for ourselves but for the Judiciary and the people of Kenya,” Mwilu said.She was speaking at the Supreme Court after the swearing-in of Evelyne Olwande as a member of the Judicial Service Commission.Olwande was recently elected by magistrates to replace Emily Ominde as their representative on the JSC. The commission is set to recruit a new Chief Justice to take over from David Maraga who retired two weeks ago.However, Mwilu said even though it is a serious assignment, it is not a difficult task compared to any other work they do as a commission.“You join the commission at a time that is not special or more difficult than any other time, the work of a commissioner is sacred at all times,” Mwilu told Olwande.Mwilu welcomed the magistrate to the JSC and reminded her that her membership was to serve the interest of the Judiciary.  “You don’t come to serve the purpose of 200 people who voted you in, you are to serve the interest of the Judiciary to ensure that its independence is maintained and to serve the people of Kenya who pay your salary,” Mwilu said.Olwande beat Stella Atambo, Florence Macharia, Dolphina Alego and Teresia Nyangena to represent the Kenya Magistrates and Judges Association in the JSC. In her speech, Olwande urged fellow commissioners to put the interest of Kenyans first in discharging their mandate, especially in the hiring of a new CJ.“Kenyans are looking at us with bated breath and hopeful eyes. It is my prayer that when we discharge our mandate, the best interest of Kenyans shall be our potions,” she said.She promised to serve to the best of her ability and play her role to ensure there is a good relationship between the three arms of government.She promised fellow magistrates and judges that she will begin working on achieving the pledges she made during her campaigns.“I promise to prioritise issues that affect us such as the security of judicial officers, remuneration, career progress and disciplinary process,” she said.Speaking to the Star after the swearing-in ceremony, KMJA secretary-general Derrick Kutto said they have a lot of confidence in Olwande.“Given her track record in the association, we are confident that she will achieve what she set out to do in her manifesto,” Kutto said.Other members of the JSC include Mwilu, Mohamed Warsame, Olive Mugenda, Felix Koskei, Patrick Gichohi, Attorney General Paul Kihara, Macharia Njeru, Mercy Deche, David Majanja and Judiciary chief registrar Anne Amadi who is the secretary of the commission. Edited by P.O"
117,KRA wins Sh9.3bn case against Paleah Stores Ltd,"The Kenya Revenue Authority has won a Sh9.3 billion tax case against Paleah Stores Limited.This is in a judgment delivered on  January 22 by the Tax Appeals Tribunal.Commissioner, Legal Services and Board Coordination Paul Matuku said the amount constitutes of Sh1, 361, 746,295 corporation tax and Sh 7,891,387,842 in value-added tax inclusive of interest and penalties.Matuku said Paleah Stores Limited had appealed to the Tribunal in May 2017 contesting assessment and demand of the taxes by the KRA for the years of income 2008 to 2014.Paleah admitted in its statement of facts before the Tribunal that it was a victim of bad professional advice leading to its accounts and tax returns not reflecting the correct position of its operations for the stated years.""It however contested the tax assessments on the grounds that KRA did not consider its input tax claims, operational expenses and that the computation of the taxes was unfair,"" Matuku said in a statement.According to him, the tax assessments and demands arose out of an investigation and a tax audit carried out on Paleah Stores Limited by KRA for the years of income 2008 to 2014.He said based on Paleah Stores Limited’s appeal, the tribunal framed three issues for determination.""First, the law in Kenya is that tax assessments are based on self-assessment. The Tribunal observed that Paleah Stores Limited had not complied with its statutory obligations of keeping proper records for purposes of computing tax,"" he said.As a result, KRA necessitated obtaining information from third parties such as Paleah Stores’ suppliers and bankers.""In its statement of facts to the Tribunal, Paleah Stores Ltd stated that in absence of complete records, the Appellant and the Respondent agreed to use the Banking Method to compute income for corporation tax, sales for output tax and purchases for input VAT,"" the commissioner said.He said the banking method revealed that Paleah Stores Limited had undeclared income tax and VAT which it failed to prove that it was excessive.“In the instant case, the appellant has not proved to the satisfaction of the Tribunal that the respondent’s additional income tax assessments for 2008 to 2014 years of income were excessive,"" read part of the statement.It further stated, ""From the foregoing, the tribunal is of the considered view that the Respondent did not err in law and fact by issuing additional income tax assessments on the appellant"".Secondly, VAT in Kenya operates on a monthly self – assessment basis whereby output VATis set off against input VAT such that where output tax is greater than input tax, tax liability arises and is payable.But Paleah Stores Limited in its statement of facts admitted that it did not keep proper VAT records.""The company did not contest that it made its VAT claims outside the allowed statutory periods. Based on the computations, Paleah Stores Limited’s entire claim for input VAT was disallowed,"" he said.Paleah had further alleged unfair administrative action by KRA but the Tribunal observed that the company failed to specify the exact nature of unfairness as alleged.Matuku said the Tribunal ruled that KRA demonstrated that all procedural requirements.To him, in the eyes of the Tribunal and based on evidence, KRA adequately lived up to its mandate and did not act unfairly.“The appellant…was expected to provide cogent evidence of unfairness meted out by the respondent and not merely casting aspersions of purported procedural unfairness,” he said.As a result, the Tribunal found the appeal by Paleah Stores Limited unmerited and dismissed it."
118,13 counterfeit alcoholic brands seized in Tharaka Nithi,"KRA in conjunction with other multiagency teams has impounded several brands of alcoholic beverage brands counterfeited by an unlicensed manufacturer in Tharaka Nithi County.The operations which were concluded on Wednesday at Kanguro led to the seizure of 13 different brands of counterfeited alcoholic brands.The step was taken following complaints from members of the public who had said that youth in the county were consuming counterfeit alcohol and were involved in criminal activities.The counterfeit brands confiscated are; 33 bottles of Metropolitan Gin 205 ml, 25 bottles of Trigger Gin 210 ml, 16 bottles of Diamond Ice 500ml, 152 bottles of Santa Ice King 500ml, and 91 bottles of gold Vodka 500ml.Others are 18 bottles of Vienna Ice 500ml, 25 bottles of Smart Vodka 250ml, six bottles Cane Extra 250ml, and 8 bottles of Trigger Brandy 250ml.The suspected owner of the unlicensed premises identified as Pharis Mutembei escaped arrest but is being sought by DCI officers.Other items that were seized under the operations include empty plastic bottles, alcoholic beverage bottle caps, labels for alcoholic beverages, and 19 rolls of Kebs stickers. The team said that all the alcoholic beverages seized had counterfeited excise stamps.All alcohol impounded is at the KRA Meru office awaiting the court process.Further, KRA has urged wholesalers and retailers of Excisable Goods to ensure that the products are from genuine licensed manufacturers.In addition, the members of the public are urged to shun consuming products from unlicensed manufacturers and report suspicious manufacturers to the relevant authorities.The multiagency team continues to enhance the fight against counterfeit products and illicit trade in the counties where suspects have been manufacturing with licence , using substandard ingredients."
119,130 new cases as 66 recover from Covid-19,"Kenya on Wednesday recorded 130 new Covid-19 cases, from a sample size of 4,918 tested in the last 24 hours.This now brings the total number of cases to 100,323, with the cumulative tests standing at 1,167,409.Of these cases, 115 are Kenyans while 15 are foreigners and gender wise, 88 are males while 42 are females.Age wise the youngest is a four-month-old infant while the oldest is 88.In terms of recoveries, the country has witnessed 66 recoveries, with 42 from the home based isolation and care while 24 are from various facilities.This now brings the total number of recoveries to 83,691.One patient has succumbed to the disease, bringing the total number of deaths to 1,751.There are 489 patients currently admitted in various health facilities countrywide, while 1,353 are on home based isolation and care.Twenty-eight patients are in ICU, 14 of whom are on ventilatory support and 13 on supplemental oxygen. One patient is under observation.Another 17 patients are separately on supplementary oxygen with 12 of them in the general wards and five in the High Dependency Unit.Distribution of the cases according to counties is as follows; Nairobi 66, Taita Taveta 18, Mombasa nine, Nakuru and Narok have six cases each, Siaya, Uasin Gishu, Kiambu and Kisii have four cases each while Kilifi has two cases.As for Kisumu, Bungoma, Busia, Kajiado, Kakamega, Nyamira and Nyandarua, they all have one case each."
120,IGAD dismisses Somalia over claims of Kenya interference,"A fact-finding mission established by the Intergovernmental Authority on Development (IGAD) has dismissed allegations from the Somalia government that Kenya was infringing on its sovereignty.The Kenyan government lauded the report from the fact-finding mission on Wednesday.According to the mission, the decision by the government of Somalia to sever diplomatic relations with Kenya was uncalled for and has negatively impacted the lives of Somali nationals who seek relief and amenities in Kenya.Kenya said that it is now evident that the simulated crisis being contrived by Somalia does not advance IGAD’s vision for achieving peace, prosperity, and regional integration.The Ministry of Foreign Affairs said that the impartial report will settle the matter, adding that Kenya will not be drawn into “this reckless campaign whose sole intent remains the creation of artificial fissures for parochial and domestic political ends at the expense of regional peace and security.”Kenya has also said it spared no cost to stabilise Somalia and create conditions for peace and prosperity and will remain its long-held commitment from which it will not be distracted.“It is incumbent on the administrations to whom this hard-worn peace has been entrusted to, to honour the sacrifices made in the past and the will of the people by making a constructive contribution to regional peace, security, and prosperity.”The team was established by president Ismaïl Omar Guelleh of Djibouti under the mandate of the Assembly of IGAD Heads of State and Government.The team was formed during the 38th Extraordinary Assembly of IGAD Heads of State and Government held on December 20, 2020, in Djibouti.The move was prompted by several allegations from Somalia that reiterated atypical allegations against Kenya causing the Assembly to call for a verification of these unsubstantiated allegations."
121,Isuzu inks deal to give access to school busses at favourable rates,"Isuzu and NCBA Bank have unveiled new post-Covid recovery deal tailored for schools' transport.The two firms unveiled the vehicle purchase and leasing program that will give schools access to buses at favourable and flexible terms in a plan crafted to support post-Covid-19 economic recovery efforts.They consulted 822 schools on a suitable solution to the challenges they were facing.The program offers schools a one-term repayment holiday and a repayment period of up to six years, freeing up capital for other operations.The deal also includes an option for long term leasing of buses for between two to five years significantly allowing schools to get brand new Isuzu buses maintained by Isuzu without any upfront cash outlay.Speaking at the signing and unveiling ceremony, National Chair of the KPSA, Mutheu Kasanga, said  the asset finance program was a welcome development.""School buses are the safest way to move school children. This program provides a versatile payment solution that will enable schools acquire new buses to meet their transport needs,” she said.With definite monthly or termly lease rentals, schools can accurately allocate funds to other pressing demands with the assurance of a well-maintained fleet for transporting learners to and from school.Isuzu Marketing Director Wanjohi Kangangi said that schools remain a big part of the company’s customer base.“Over the years we have been the preferred supplier of top-quality school buses in the country and have gained the trust and confidence of thousands of learning institutions which have grown with us,” he said.“The reason we have partnered with NCBA Bank is to enable schools continue executing their core mandate, the provision of quality education, without worrying about how to allocate their funds.""The director also said that that the company would give a free 10,000 litre water tank for every bus purchased to support schools instill good hygiene ."
122,"WhatsApp joins status to share features, updates","WhatsApp has launched an official account on its status platform within the mobile messaging app.The status update can be viewed by all WhatsApp users and includes a reminder of WhatsApp’s commitment to user privacy.In the status, it reads "" WhatsApp is now on status! We'll let you know about new features and updates here.""It reminded users that of its commitment to users privacy.""WhatsApp cant read or listen to your personal conversations as they are end to end encrypted. Stay tuned for more updates!""Concerns emerged over the New Year when popular messaging app WhatsApp announced changes to its privacy policy.Social media was suddenly plagued with alarmist warnings that the changes would be bad for WhatsApp users.The App was forced to explain itself over the recent updates that received a backlash from users.The social media platform had said that it would introduce new terms by February 8, 2020, which included letting Facebook and its subsidiary companies collect their data.But this information saw many users migrating to other platforms such as Signal, Telegram among others."
123,AG extends filing of business ownership details for six months,"The Office of the Attorney General has announced the extension of submitting the ownership information of businesses in the country.In a statement on Wednesday, Business Registration Service (BRS) director-general Kenneth Gathuma said that they have received a significantly high number of applications to file Beneficial Ownership Information.Following the progress made in filing these registers and in the spirit of encouraging compliance with the Companies Act, BRS has in consultation with stakeholders granted a final grace period of six months ending July 31, 2021.In an earlier communication, the deadline had been indicated to be on January 31, 2021.“Failure to comply with this requirement after 31st July 2021 makes it an offence to the company and every officer of the company who is in default and such officer will be liable to a fine upon conviction,” Gathuma said.He said that BRS has first operationalised the e-Register for private limited companies and shall progressively operationalise the e-Registers for the other types of companies.The public has been advised to be cautious of persons soliciting money to facilitate them in complying with this requirement.The submission of the beneficial ownership information is free of charge that can be undertaken by any company officer/authorised person online by following the step-by-step Beneficial Ownership Eregister Manual available at the Business Registration Service website.BRS has said that the register is not accessible to unauthorized persons but only to competent authorities who may use the register upon request in accordance with the law."
124,Milimani Law Courts to be closed on Friday for fumigation,"The Registrar of the High Court of Kenya has announced the plans to disinfect the Milimani Law Courts as a measure to prevent the spread of coronavirus.In a public notice on Wednesday, the registrar said that fumigation will be carried out this Friday and Saturday.The court will be closed on Friday and normal services will resume on Monday, February 1, 2021.According to the notice, the move is part of the ongoing measures to ensure the safety of court users.Last year, the court was closed for 14 days after an officer tested positive for the virus.The cases of the virus in the country continue to rise.The Ministry of Health reported on Tuesday that 141 more people tested positive to the disease.The total number of confirmed cases in t country since March 2020 stands at 100,193.The cumulative tests so far conducted are 1,162,491.Also, 207 patients recovered from the disease, 192 are from the Home-Based Isolation and Care while 15 from various facilities. The total recoveries now stand at 83,625.Health CS Mutahi Kagwe also said that 6 patients lost their lives, pushing the cumulative fatalities to 1,750."
125,Makueni man hacks parents to death in land row,"A man is alleged to have hacked his elderly father Ndivo Ndolo (100) and mother (96) to death over a land dispute in Kiima Kiu village, Mukaa sub-county in Makueni.The suspect Nzingu Ndivo also attempted to take his life by slitting his throat but survived with serious injuries.He is said to have ambushed the parents at 6.30 am on Wednesday morning while they were preparing breakfast at their kitchen and attacked them.“It looks like he bought a machete on Tuesday and sharpened it ready for the mission. He first attacked his father and split his head into two, the elderly mother attempted to run but due to old age she fell outside, he then repeated the act. Both are dead,"" an eye witness Jackson Mulandi said on phone.Area chief Jackeline Mwanzia said the bodies of the deceased have been taken to Mutungu Mortuary in Kilome while the suspect has been rushed to hospital in Samala by police.“He has serious injuries on the throat.  He will have to be treated before he is arraigned to face murder charges,” she said.The suspect, who is the firstborn in the family is alleged to have killed the father after he said he will subdivide his land among all his children including the women, which he vehemently opposed.""He didn’t want his sisters to get any piece of the land. This is what caused the differences between him and the father,"" Another eye witness Samuel Kasimbi said."
126,Carrefour launches mobile app to enhance online shopping experience,"Carrefour on Wednesday launched a new mobile application that will enhance the online shopping experience for its Kenyan customers. The app promises customers a seamless shopping experience allowing them to quickly and conveniently browse and add all their essentials to a digital cart. Offering more than 8,000 items including groceries, fresh food and light household products, the app features a ‘build your shopping list’ function, as well as a ‘frequently purchased’ tab which saves items bought regularly.Customers can also access their receipts as well as past transactions anytime through the app after shopping from the franchise, owned and operated by Majid Al Futtaim in Kenya.“At Carrefour, we’re constantly finding innovative ways to modernise and digitise the shopping experience for our customers. We are confident that the new app will provide Kenyan customers with a convenient and safe option to shop from the comfort of their homes,"" Country Manager of Carrefour Kenya, Franck Moreau said.“Since the start of the pandemic, we have seen the significant growth in online shopping. As such, the introduction of our new app also responds to the growing demand in Kenya for a more sophisticated online shopping platform.” Delivery is available within Nairobi with plans to expand to other cities across the country in the near future.Offering flexibility and value, the online shopping app allows customers to choose a one-hour delivery slot either on the same day or the next day between 9 am - 8 pm, for a delivery fee of Sh99.   Adding to the benefits, customers registered on Carrefour Loyalty Program, MyCLUB, will also enjoy earning points for their transactions that can later be redeemed in the form of discounts.As for the existing MyCLUB members, they must transfer to the new MAF Carrefour app using their previous registration details and create a new password.All their points and vouchers will automatically be migrated to the new app as the old app will be phased out.Initially, payments will only be performed through the mobile money platform, M-Pesa.However, the Carrefour team is working on extending the same to Debit/ Credit card payments in the coming months.The MAF Carrefour app is available for download on both Google Play and the App Store."
127,Kenya sucked into Israel-Iran hostilities over Iranian VP visit on Holocaust day,"Kenya has been sucked into the diplomatic hostilities between Iran and Israel over a visit by Iranian Iranian Vice President for Science and Technology Sorena Sattari.Sattari is leading a delegation of over 30 Iranian high-tech companies for bilateral talks with their Kenyan counterparts. He  was received on Tuesday by Foreign Affairs CAS Ababu Namwamba. But the Embassy of Israel has protested the visit, noting that it is happening on the International Holocaust Remembrance Day, which is marked on January 27.In a protest letter to the Ministry of Foreign Affairs, Israel said it was displeased that the Vice President of Iran will visit the country on the day, while “the same regime leads the Holocaust denial, while calling for the destruction of the State of Israel”.The day commemorates the 1941-45 genocide in World War II, which resulted in the deaths of six million Jews and 11 million others by the Nazi regime and its collaborators.Iran's position on the Holocaust has been controversial. For Instance, President Mahmoud Ahmadinejad  frequently claimed the Holocaust was a myth during his presidency 2005-2013. In the protest letter, Israel said: “The Embassy notes that the Islamic Republic of Iran is an authoritarian, theocratic regime that strictly imposes Sharia Law in Iran and has been working to obtain nuclear weapons capabilities for over 20 years. The regime has become a force for destabilization and insurgency across the Middle East and Africa”.“The Embassy therefore urges that Kenya, as an important international player, a non-permanent member of the United Nations Security Council and a bold friends of Israel, utilizes its position to support efforts to diminish the dangers that Iran poses on the global security and stability”.The mission also asked Kenya to express to the Iranian Vice President concerns over the threat the country “poses on world peace, its Holocaust denial and its alarming destabilizing role in the Middle East, Africa and other parts of the world”.Attempts to get a comment from Iran embassy on the matter were futile.The Iranian delegation is set to meet Kenya business community to strengthen trade relations between the two states. In a statement on January 19, Iran embassy said the business trip will be aimed at enhancing economic interaction between the private sectors of the two countries in the area of high technologies.In its efforts to increase trade ties with Kenya, Iran has established the Iran House of Innovation and Technology in Kilimani in Nairobi that will provide a platform for exchange of ideas.The delegation of the Iranian knowledge-based firms in the fields of petrochemical, renewable energy, pharmaceutical, biotechnology and nanotechnology will tour the hub on Wednesday.It is not the first time the Iran leader is visiting.In October 2018, Sattari led a high-ranking delegation comprised of officials and heads of 45 knowledge-based companies to Kenya and Uganda for another business visit.The Iranian government at the time said the tour was in line with export development and international business programmes for knowledge-based enterprises, “as part of the activities of Iran’s Science and Technology Vice-Presidency in support of these companies”.In May 2012, Iran's Vice President Mohammad Reza Rahimi visited Kenya to complete a deal for Kenya to buy Iranian oil, but the agreement fell through as Kenya acted on warnings by Western states of sanctions."
128,"Murder suspect cornered by police, threatens to commit suicide","DCI sleuths have cornered a murder suspect believed to have killed his ex-girlfriend in Njiru last Friday.The suspect is said to have tied her ex-lover up inside her house before setting it on fire.On Wednesday, the detectives cornered him inside his house on the fifth floor of an apartment in Kayole.He is currently at the balcony, threatening to commit suicide.Officers are at the scene pleading with him not to take his life on account of his actions.After spending hours convincing the suspect not to commit suicide, the police managed to arrest him, and is in police custody.The police had a rough time evacuating the suspect from the scene, which was blocked by hundreds of residents baying for his blood.According to the report filed by the two househelps of the deceased, the lady asked them for privacy upon receiving the visitor, who happened to be the ex-lover.Later on in the afternoon, the house was seen in flames, and even after efforts to put out the fire, nothing was salvaged, not even the deceased"
129,"Mwananchi Credit unveils 8-year repayment plan for civil servants, teachers","Mwananchi Credit Limited has announced an extended repayment period of eight years for loans taken by civil servants and Teachers Service Commission (TSC) members. The lender said that this is part of efforts to ease the financial burden on this group of borrowers as Covid-19 continues to adversely affect people’s finances.Civil servants and teachers registered by TSC will now have up to 96 months (eight years) to pay their loans, a major relief from the previous six years (72 months).Mwananchi Credit Executive Director Dennis Mombo said that civil servants’ investment has been responsible for the development of most satellite towns in Kenya. “Civil servants have been the backbone of the nation for decades, contributing to some of the most critical economic sectors,” Mombo said.Mombo added that the lender was exploring more ways to provide relief to its clients, including salary check-off loan buffs from other financial institutions.He said the longer repayment period would make civil servants more resilient to coronavirus related economic disruptions.“Civil servants are vital economic engines in the country, and they have helped make our economy strong. We will continue to provide every business and individual with the most effective response possible during these times of uncertainty.”Mwananchi Credit, which was recently recognized as the most preferred institution in logbook financing for the year 2020, has tailor-made the salary check-off product for civil servants to enable them to invest in various businesses.The salary check-off loans are available to all civil servants from across the country working in healthcare, education, county governments, and defence forces among others.No security is required as these loans are given against salaries. Civil servants are eligible to a minimum loan of Sh3,000 and maximum of Sh2 million depending on the salary scale.To cushion its customers further, Mombo says Mwananchi Credit has cut interest rates on its various loan facilities to as low as 1.5 per cent. This makes it the lender with the lowest interest rate and longest repayment period in the market."
130,Auditor General on the spot over Kemsa audit 'typing error',"The auditor general has revised the audit query of a company linked to the Kemsa scandal saying the unexplained amount was Sh34.9 million instead of the reported Sh340.9 million.The office is on the spot amid questions by MPs at the National Assembly’s Public Investments Committee on how the auditor commissioned the error.OAG had stated that Nanopay faced the multi-million shilling query but its officials on Tuesday informed the Mvita MP Abdulswamad Nassir-led committee of the change.The officers said the figure involving supplies of Covid-19 emergency response kits to Kemsa was changed by an unknown person.Nanopay was earlier reported to have supplied 50,000 pieces of facemasks at Sh340 million but the figure has now been reduced to Sh34 million.MPs were also informed that the query involving Shop N Buy – another firm implicated in the Covid19 supplies scandal, was also changed but the officers could not state the amount.An officer cited a typing error adding that the correct figure was Sh34 million.The company’s directors were set to appear before the committee to answer to the queries but none turned up.Auditor General Nancy Gathungu informed Parliament of the error in an addendum to the Special Audit Report on the utilization of Covid-19 funds.“We wish to clarify an error occurring in pages 18 and 41 of the special report on the amount of Nanopay,” the auditor said.MPs at the committee cast aspersions on the corrections and the explanation the same as a result of a typing error.MP Nassir asked the Auditor General to furnish the committee with a report on the said errors as soon as possible.Lawmakers at the committee questioned how an audit report which passes through many hands can end up with erratic findings.Likoni MP Mishi Mboko, her Ganze counterpart Teddy Mwambire, Ruaraka’s Tom Kajwang’ spoke of the matter citing their concerns with the increasing cases of errors in public records.Mwambire said: “The committee should get to the bottom of the matter when the witness appears before us in person.”Kajwang’ said the committee will consider reconciling the figures with the directors of the two firms when they come.MPs further took issue with directors of Nanopay and Shop N Buy having failed to appear before the committee a second time.Nairobi MP Esther Passaris reprimanded the suppliers for treating the committee with contempt after one of the companies – Nanopay - sent a letter of apology to the team."
131,"Moderna vaccine not for pregnant women, WHO warns","The World Health organisation has warned that pregnant women should not be injected with the Moderna vaccine.No vaccine trials have included pregnant women - and they are not expected to until after the first quarter of 2021, the WHO says.""While pregnancy puts women at a higher risk of severe Covid-19, the use of this vaccine in pregnant women is currently not recommended, unless they are at risk of high exposure,"" WHO said in a statement on Tuesday.Director of Immunization Kate O'Brien stressed that clinical trials of the Moderna vaccine are needed on pregnant women.""There is no reason to think there could be a problem in pregnancy, we are just acknowledging the data is not there at the moment,"" she said.WHO also noted that individuals with a history of a severe allergic reaction to any component of the vaccine should not take the vaccine or any other mRNA vaccine.The vaccine should not be administered to persons younger than 18 years of age pending the results of further studies.On Monday, Moderna Inc said its vaccine produced virus-neutralizing antibodies in laboratory tests against new coronavirus variants found in the UK and South Africa.A two-dose regimen of the Moderna Covid-19 vaccine is expected to be protective against emerging strains detected to date, the company said.Moderna, however, said it would test a vaccine booster against the South Africa variant in pre-clinical trials to see if that would be more effective in boosting antibodies against the variant and other future variants.Although all viruses mutate constantly, scientists are concerned about the mutations discovered in Britain and South Africa because they are believed to be capable of altering key functions of the virus. Last month, Unicef announced details of a mammoth operation to deliver Covid-19 vaccines to Kenya and other developing countries.The agency says it has contracted more than 350 airlines and freight companies to deliver one billion syringes and the vaccines.At least 500 million syringes will be delivered ahead of the vaccines next year.  The announcement came as more research centres, including the University of Oxford, announced promising results of vaccine trials."
