,Title,Text,Status
22,"FALSE: State not giving Kenyans Sh3,300 Covid relief fund","A post that has been circulating on social media platforms claiming the government has set aside Sh2 billion to shared equally among Kenyans is false.The post widely shared on WhatsApp platforms indicates that through Coronavirus Relief Fund, every Kenyan aged over 20 years is entitled to a share of Sh3,300.The message on the post further indicates that the money is being given out by the government and shares a link to a website for Kenyans to register if interested in claiming the funds.  ""GOK FUNDING: The government has set aside KES2B to be distributed equally to all Kenyan citizens of the age 20 and above. The first phase of the distribution has already begun and is about to end. To get the funds sent to your mobile wallet i.e Mpesa/Tkash/Airtel Money, one has to completely and accurately follow all the steps below,"" reads a post on the https://gokfunds.com/funds/ web site.""Africa Check, an independent fact-checking organisation followed the link seeking to verify the authenticity of the message and found it to be completely false.On clicking the link, the website asks three questions: Whether you are Kenyan by birth, the most preferred mobile money service one seeks to use for the funds' transfer; giving three options of Safaricom Mpesa, Airtel money and Telkom Tkash.It then seeks that you confirm that you really need the cash, before leading to the final step that requires you share the message to 12 different WhatsApp groups, strictly, so as to unlock the funds.VerificationFirst, regardless of the option you select,  you will still be redirected to a page that leads to the step to claim the funds.The website https://gokfunds.com/funds/ looks to be malicious and dubious as it fails to conform to the government uniformity in assigning portal names.  Most of the government portals end with  .go.ke. and clearly, this is not the case with the link provided for the funds as it redirects to gokchat.com.Second, no matter how many times you click on this link, it shows what acts as a real-time counter on the number of those who have benefited from the funds.Every time you click on the link, it resets the number of those claiming to have benefitted.""The offer is limited only till 30th September... Hurry up!! So far 291,304 Kenyans have received their Sh3,300 funding package,"" reads a disclaimer below the link.To give it a more authentic touch a comment section resembling the Facebook layout is also displayed at the bottom of the page.Irrespective of the number of times you visit the site, the purported  'beneficiaries' and timestamp in the comments read 'just now' for all and 'two mins ago' for one comment. This remains constant.Suspiciously enough, the website also lacks any institutional, physical or personal address or phone number. The Star reached out to the Ministry of Labour and Social Protection that has in the past been responsible for the distribution of such funds. PS Nelson Marwa said currently they are engaged in a programme to protect the vulnerable in the society but dismisses availability of any relief funds for the coronavirus period. This was also confirmed by  Julius Muia, the Principal Secretary at the National Treasury.""Currently, the government is focussed on the social protection programme that provides Sh2,000 monthly to the elderly, widows and orphaned families... This done through the Ministry of interior and coordination,"" Marwa said in a phone interview.After checking on social media to see who and where this information may have been shared previously and, perhaps, track its source, we found out that the hoax has been shared in other countries such as Ghana, Uganda, South Africa and Nigeria but with different amounts of currencies in the respective countries.The Star thus concludes that the claim in the viral post is false and a hoax.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",FACT CHECK
23,"MISLEADING: 2,600 students didn't miss university places","A post by a local television station, Citizen, claiming that over 2,632 students scored a C plus and above in the 2019 KCSE exams missed university places is misleading.The post, published and aired on April 27 on the Citizen TV https://www.youtube.com/watch?v=C3R2-5N6RTM   claimed that the students, despite qualifying for a university place, did not secure admission.While this is true, it is not the case to the claim that they missed places, rather, the Kenya University and Colleges Central Placement Services says the students opted for diploma courses in polytechnics and technical institutions. When asked about this, KUCCPS chief executive John Muraguri said: “This was a deliberate choice, remember, universities declared a higher number of capacity than the number of students who qualified to join the institutions so it will be misleading to say that some students missed places.” Out of 689,007 students who sat for the 2019 Kenya Certificate of Secondary Education (KCSE) examination, only 125,463 students who attained mean grades of C+ were eligible for placement to university as government-sponsored students.So too, John Muraguri, the KUCCPS chief executive also notes that the government does not fund education for non-Kenyan nationalities.This means that those who are not Kenyan students also missed university places. They, however, are eligible to apply to various institutions as private international students.“We also did not consider students who are not Kenyans, the government only funds Kenyans and the simple explanation is that the government is training human resources thus wouldn’t want to lose those it trains because they are foreigners,” Muraguri said in a phone conversation.Institutions of higher learning charge this kind of student at different rates compared to Kenyan nationalities.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",FACT CHECK
24,FACT CHECK: Do Eucalyptus trees cause reduction of water level in rivers?,"Last month, Murang'a County Woman Representative, Sabina Chege,called for an end to the planting of eucalyptus trees on grounds that they cause reduction of water levels in rivers.On her Facebook page, the MP claimed she had met KTDA officials at the Gituamba eucalyptus plantation and agreed not to replant the trees because water levels in a local river had reduced.After public outrage on her comments, the MP pulled down the post but rephrased her statement, defending her sentiments on why she wanted the forest ‘done away with’.“Today, I spent the better part of the day on a development tour within Kinyona Ward. I inspected the Gituamba Power line together with Rural Electrification Authority Officials and later met with KTDA officials in Gituamba Eucalyptus plantation, where they were planning to replant the same trees, days after harvesting those that were planted seven years ago against the wish of Kinyona residents. I informed them of the views and complaints of the residents despite several outcries therebefore,” she said.“This community land must be used for the public good. The current use (planting eucalyptus woodfuel) is not for the local public good. The land is currently used by KTDA holdings and her managed factories (which are privately registered) as a source of their firewood project. Currently, Eucalyptus trees ( Minyua mai) are rejuvenating on the land for the wood fuel program by KTDA,” she added.Chege said she was of the opinion that the land should be used in a more productive manner,  with less negative impact to the people.She argued that the eucalyptus trees had impacted the area negatively, including reducing the water flow on the Kanyona River.https://www.facebook.com/HonSabinaChegeBut are these claims true?The Star’s fact check desk contacted Benjamin Wamugunda, a senior forester and the National Chairman of the Forestry Society of Kenya.In his response, Wamugunda said eucalyptus trees have been demonised for a long time due to wrong reasons.He said just like any other plantation, eucalyptus only uses water during photosynthesis to produce wood.“It is wrong to say that eucalyptus are to blame for the reduction of water in any place. That is a strange reason one would use to demonise a tree species,” he said.Wamugunda’s sentiments are backed by a report by Kenya Forest Services on the eucalyptus and water use.According to KFS, a lot of concern has been expressed on the effect of eucalyptus trees on the hydrological patterns, with various claims that their presence on the landscape is causing the drying up of water sources, rivers and springs.KFS said these claims have not been conclusively supported by scientific evidence.“However, studies have established that eucalypts exhibit high efficiency in water use for biomass accumulation,” read part of the report.For example, it has been established that eucalyptus requires less water to produce one (1) kg of biomass than most crops.Some comparative data to support this is as follows:  Eucalyptus species require on average 785 litres Cotton / coffee / bananas each require 3,200 litres Sunflower requires 2,400 litres Maize, potato and sorghum require 1,000 litres each According to KFS, the effects of eucalyptus on the water budget will depend on the species in question, climate, soil conditions, nature of rock substratum, vegetative cover, slope, tree growth stage, and tree density and amount of rainfall.A senior scientist at the World Agroforestry said hydrological studies are needed in order to evaluate available water in the system, its use and losses. Dr. Sammy Carsan says, unfortunately, in most situations available long-term studies are lacking to evaluate the role of eucalyptus on water use and losses. He said while some studies exist and there is feedback to determine the impacts of eucalyptus on water use, one has to look at the total coverage of plantations in a given landscape rather than few isolated tree stands or woodlots on-farm plots.“Decision to plant eucalyptus need to be informed by management knowledge on correct eucalyptus species for a given site but also more crucially an evaluation on whether the available land can support its production. It’s crucial to remember that eucalyptus is a plantation species with high efficiencies for wood biomass production- for this to happen, there is the demand for soil nutrients and water,” he said.Carsan said currently, there are no empirical studies done in the country to support the theory that eucalyptus are high water consumers.To him, some evidence indeed suggests major horticultural crops demand more water through irrigation than eucalyptus. “The difference is limited studies on eucalyptus water use attributes under varying site conditions and perhaps strong competition with agriculture crop production thereby making unsuitable under smallholder agroforestry production domains,”  he said.With regards to arguments that a plant may take up less water but may reduce the volume of water because it is next to the river, Carsan said, “This is part of ‘myths’ associated with eucalyptus. Diversion of water heads and clearing of vegetation along waterways is perhaps a major problem contributing to the loss of water volumes than trees adjacent to waterways”.Carsan said planting wrong crop choices in water catchment areas would, needless to say, lead to imbalances in water and soil nutrient use.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",NO SCIENTIFIC EVIDENCE
25,FACT CHECK: Did Kenya have only 8 ICU beds before Corona?,"On August 30, Health CS Mutahi Kagwe made a claim that Kenya had only eight ICU beds when the first coronavirus case was reported.Kagwe, while addressing a virtual conference attended by President Uhuru Kenyatta, Deputy William Ruto, Cabinet secretaries and the Council of Governors, said after county governments had accessed Sh5 billion conditional grants from the national government, the capacity had been increased.Then being day 170 since the first case was reported on March 11, the number of cases had increased to 34,057 from 450,146 cumulative samples tested. Then we had 19,688 recoveries with 574 deaths.But is this claim by the CS true?In March, Kenyans sparked a debate on the country’s preparedness and capacity to handle the pandemic.While some Kenyans claimed that there were only 155 ICU beds and less than 100 ventilators, others claimed there were 130 beds out of which 80 per cent are routinely occupied, leaving only 26 available for previously unpredictable situations like patients with severe respiratory illnesses, such as Covid-19.PesaCheck thus did a fact-check to verify the claims.By the time the fact check was conducted, there was no readily available data on critical care services provided by hospitals registered by the Ministry of Health.Health CAS Mercy Mwangangi, whom ministry officials said was the right person to respond to the questions, did not avail the data as requested.But Kagwe, in a press briefing on March 29, stated that the country had at least 1,000 ICU beds, and had received 250 ventilators from the World Bank.PesaCheck in their research found a research article in the East African Medical Journal in 2015 on 21 leading healthcare centres in the country, which included referral, mission, private and level 5 hospitals.The study looked at the availability and serviceability of ICU equipment, availability of essential drugs and diagnostic support services used in the care of critically ill patients, and found it to be > 95% in private and mission hospitals, and 60–80% in the other hospitals.This means that at any one point, nine out of 10 ICU beds are available at private and mission hospitals, and six to eight beds out of 10 in the other hospitals.The report showed Kenya had 130 ICU beds in 2015, and a number of hospitals have increased their critical care capacity in the five years since the study was published, as well as new medical facilities being opened.Therefore, the claim by Health CS Mutahi Kagwe that Kenya had only eight ICU beds is misleading.To support the idea of 130 beds, a Google spreadsheet posted on Twitter on March 30 indicated the number of ICU beds and ventilators available at each private hospital.In total, the document claimed there were 314 ICU beds and 259 ventilators in private healthcare facilities.Though the user did not respond when asked to name the source, PesaCheck reached out to Karen Hospital, St Luke Hospital, Aga Khan Hospital and St Francis Hospital, which were on the list and their tally of ICU beds and ventilators matched what was on the document.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",MISLEADING
26,FACT CHECK: Expressway photo is not of Kenyan road,"A photo that has been circulating on Twitter claiming to be an express highway in Kenya is false.The photo was last week posted by advocate of the High Court and member of the Law Society of Kenya Majimbo Georgiadis claiming it was an expressway in Kakamega, completed under the leadership of Governor Wycliffe Oparanya.The photo was also tweeted by Kenya Traffic indicating it would be the model of the Gitaru Wangige bypass to Ndenderu Junction once complete.But the Star’s fact-check desk found otherwise.In the first instance, it is obvious that you keep left unless overtaking on Kenyan roads. Looking at the picture, it is seen that the oncoming traffic is coming from the left as opposed to the right.Secondly, looking at the landscape, Kakamega county or Gitaru area does not have such a landscape, a fact supported by the vegetation along the road.Thirdly, on Kenyan highways, signage is always placed on the left of the highway for the warning signs and above for the informative signs. In this photo, the signage is placed on the right.Using Google search tools, we established the road is a Polish expressway in Bielsko-Biała.The 38.2km Expressway S52 is under construction in Poland, which is located in the Silesian and Lesser Poland voivodeships. Upon completion, it will connect the border of the Czech Republic in Cieszyn-Boguszowice along with the Expressway R48 in the Czech Republic with Kraków.  The photo has, however, been used widely on reporting on the construction of the $751.2 million transnational highway between Kenya and Tanzania.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",FACT CHECK
27,False: Robbery incident in lift did not happen at Sarit Centre,"A video clip circulating on social media alleging a robbery incident at Westland’s Sarit Centre is false.The Star’s fact-check desk has established that the incident happened in New York and not in Kenya.The clip had widely been circulated on WhatsApp groups with people being warned to take precautions while shopping. “This happened to one of our colleagues at Sarit Centre Nairobi,” read one of the messages attached on the clip.But looking at the clip keenly, the power adapters in the lift are round as opposed to the traditional square ones popular in Kenya.Secondly, the elevator/lift doors in Kenya are not designed to close in the manner shown in the clip. Most lifts do not have an inside door, just the lift doors that close and open.Thirdly, lift walls at Sarit Centre are white as opposed to blue.Using the Google search tools, we established the clip had been posted on an online channel indicating the incident had happened in New York over a week ago.The exact location is not, however, indicated in this link https://www.liveleak.com/view?t=sXU40_1598455896This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",FACT-CHECK
28,Ex-VP Moody Awori lands role in Inter-County Covid-19 Committee,"It is true that former Vice President Moody Awori has landed a role in the Inter-County Covid-19 Committee.Awori is among a 21- member team picked to spearhead resource mobilisation for Covid-19 response in the Lake Region.Blogger  Robert Alai, had on his Twitter posted that Awori, 92, had been picked among the team which will be part of a new fundraising approach being taken by 14 counties under the Lake Region Economic Bloc – LREB in the fight against coronavirus.   The tweet generated a debate among his followers, with some questioning why Awori at his age would be picked for such a role.Another user wondered if Covid-19 had existed in Kenya before if the former VP was picked on the basis of experience.The Star’s fact-check desk moved in to establish the claim. We established that it was true Awori, well known as Uncle Moody, had been picked following a meeting held between several governors under the LREB.Kakamega Governor Wycliffe Oparanya, who doubles up as the LREB and the Council of Governors Chairman said together with his Kisumu counterpart Anyang Nyongó and Vihiga’s Wilberforce Otichilo had a meeting and picked the team on August 19.The meeting happened at the Jaramogi Oginga Odinga Sports Ground where the team was later announced.Oparanya said the team referred to as the LREB Covid-19 Resource Mobilisation and Advisory Committee will be in charge of mobilisation and monitoring of funds in the Covid-19 fight.  LREB comprises Kakamega, Kisumu, Bungoma, Vihiga, Homa Bay, Busia, Bomet, Siaya, Nyamira, Migori and Kisii counties.The 21-member LREB Covid-19 resource mobilisation team comprises of prominent philanthropists, industrialists and professionals.Among them is Esther Akoth, popularly known as Akothee, Sports personality Eliud Kipchoge,  Sanjay Patel, Prof. Khama Rogo and Catherine Mumma.Others are Rev. David Chuchu, Bath Ragalo, Jayesh Patel, Dr. Paul Mitei and FCPA Edward Ouko.According to Oparanya, the team will work under Covid-19 protocols as they aim to achieve their targets.This story was produced by The Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle Akademie.",FACT-CHECK
29,FALSE: US Senator Kamala Harris has no Kenyan roots,"Reports circulating on social media alleging that California Senator Kamala Harris has Kenyan roots are false.The reports widely shared in WhatsApp forums and Twitter indicated that Senator Harris is a Kenyan descendant with Luhya origin.While some argued her parents come from Kakamega County, others said originally her parents hailed from Busia’s Butula area.   The debate was sparked after Joe Biden, who is the Presidential Candidate for the Democratic party named Kamala as his running mate ahead of the US election slated for November.“A Kenyan descendant makes a second sojourn at White House after Obama. She last visited Kenya in 2010 during the last push for our new constitution. Her mother Lusabeti, read Elizabeth Naliaka, comes from Kingandole village, in Bukhalalire,” read a series of conversations in a WhatsApp forum. Another Twitter user claimed that Kamala is a Bukusu whose name was Americanised from the original Khamala meaning the ‘finisher’.The Star’s fact-check desk moved in to provide clarity on the misinformation.Harris is an American politician and lawyer serving as the junior United States senator from California since 2017. The 55-year-old is a member of the Democratic Party.She is the first African American and the first Asian American to be chosen as the running mate of a major party's presidential candidate. Harris was born and raised in Oakland, California where her mother, Shyamala Gopalan, was a breast-cancer scientist who had emigrated from Tamil Nadu, India in 1960 to pursue a doctorate in endocrinology at UC Berkeley.Her father, Donald Harris, is a Stanford University emeritus professor of economics, who emigrated from British Jamaica in 1961 for graduate study in economics at UC BerkeleyLike Barack Obama, a mixed-race heritage has allowed Harris to connect across identities and reach multiple audiences and voting blocs.She ran for the Democratic nomination for President of the United States in the 2020 election, briefly becoming a front runner before ending her campaign on December 3, 2019, citing a lack of funds to continue.Her nomination as the running mate thus makes her the third female US vice presidential nominee of a major party, after Geraldine Ferraro and Sarah Palin.",FACT-CHECK
30,FACT CHECK: Viral photo purporting Cuban doctor married Busia man is false,"The photo that has been circulating on social media purporting that one of the Cuban doctors had married a Busia man is false.The viral photo on Facebook and WhatsApp groups claimed that the doctor, 63, identified as Manuela had married her 22- year-old boyfriend after they met at the Kakamega Referral Hospital.It was published on Facebook by Flame TV Kenya, an online news outlet. Several other outlets picked the article and ran stories with amplified voices on why a young man would end up marrying an older woman.The Star’s fact-check desk investigated this claim and established that no such incident had happened.We made an inquiry at the Busia County Government to find out if they had been informed about the alleged marriage.Although marriage is a social affair and concerned parties choose on who to invite and not, working under the county government, at least a senior official at the county would have been informed.Chief Officer Health Isaac Omeri confirmed there was no such marriage that had taken place.In the description of the photo, the venue where the marriage happened was not indicated but the background indicates the couple might have been at a beech.Secondly, we looked at the details of the four doctors deployed in Kakamega and Busia counties to establish whether one among them was identified as Manuela as claimed in the photo. The Star established that while Busia county received two doctors; a family doctor and a nephrologist - David Rodrigues and Sorangel Taylor, Kakamega received family physician Alba Gercia, who specialises in comprehensive health care, and intensivist Milver Gomez - a specialist in critical care.Evidently none of them is called Manuela.We dug deep to establish where the photos had originated from. Using Google search tools, we established the photos were originally published by online entertainment publications in Ghana.“A young Ghanaian man has caused a stir on social media as he has found the love of his life. This young man trended on social media as photos from his low-key wedding with his old white lady surfaced online,” read one of the articles.We further established that these online publications, including Opera News, picked the article after it was originally posted on Instagram by renowned broadcaster Abeiku Santana.According to Santana, the young man by the name Nii and his wife got married at La Pleasure Beach in Ghana on June 25 and has nothing to do with Kenya as alleged.The beach also known as Labadi Beach is the busiest beach on Ghana's coast.It is one of Accra's beaches and is maintained by the local hotels in a town called La, popularly known as Labadi, near Teshie in the Greater Accra Region of Ghana.",FALSE
31,PARTLY FALSE: EU has banned Kenyans from entering Europe due to increased cases of COVID-19,"An article claiming that the European Union has banned Kenyans from entering Europe due to the COVID-19 pandemic is PARTLY FALSE.The article further claims that citizens from Uganda, Ethiopia, Zambia, and Rwanda will be allowed to visit Europe beginning July 1, as the continent eases travel restrictions after closing its borders in a bid to contain the spread of COVID-19.In an official statement released on June 30 by the EU Council, the region, which comprises 27 countries, gave approval to leisure or business trips from 14 countries beyond its borders. From the nations mentioned in the claim, only Rwanda made it to the initial list.China has also been included in the provisional list, but its citizens’ entry into Europe depends on if Chinese authorities will allow EU citizens to visit the country. Reciprocity is a condition of being on the list.The statement says non-essential travel restrictions for the 14 countries will be lifted effective July 1, “with this list being reviewed and, as the case may be, updated every two weeks”.According to the commission, the plan to select the countries was drawn up based on health criteria, including recording a decrease in the number of new infections over the last 14 days.PesaCheck has looked into an article claiming that the EU has banned Kenyans from entering Europe due to the COVID-19 pandemic and allowed citizens of four other African countries to visit and finds it to be PARTLY FALSE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.",
32,FACT CHECKER: Atwoli has not been appointed to head Kenya’s electoral body,"A Facebook post claiming that Francis Atwoli, the head of Kenya’s Central Organization of Trade Unions, has been appointed the Chief Executive Officer of the Independent Electoral and Boundaries Commission (IEBC) is FALSE.The post states that Mr Atwoli had been appointed to replace Ezra Chiloba at the IEBC. Mr Chiloba was fired in 2018.However, the IEBC has not made any announcement on Mr Atwoli’s appointment on the commission’s website, Facebook, and Twitter accounts. IEBC communications manager Edgar Aswani also confirmed to PesaCheck that the claim is not true.“The matter of the appointment of the IEBC CEO is still in court and as you are aware, courts are still not fully operational. Therefore, once and if the matter is concluded, it will be a matter of public knowledge and we shall also communicate the same. The commission’s acting CEO is Marjan Hussein Marjan,” Mr Aswani said.On May 21, 2019, IEBC advertised the position of the commission secretary and CEO and received 95 applications.“Mr Atwoli was not one of the shortlisted candidates, and even if he was, the matter awaits the court to give direction,” Mr Aswani said.The communications manager also clarified that the appointment of the CEO follows a clear recruitment process, where the position is advertised in the local dailies and the commission’s website. This is followed by the shortlisting of candidates who have applied for the position and meet the requirements. The commission then interviews prospective candidates and through this final stage selects the person best suited for the post.This is not the first time that a false post has claimed that Mr Atwoli has been appointed to the IEBC. On May 12, another post claimed that he had replaced Wafula Chebukati, who had purportedly resigned as the chairman.However, Capital FM shared a similar claim in the form of a screenshot of an SMS news alert which included a link to the news organisation’s website and denounced it as fake.PesaCheck has looked into the claim that Francis Atwoli has been appointed CEO of the IEBC, and finds it to be FALSE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.",
33,"Bellevue, GM footbridges to be demolished for JKIA-Westlands Expressway","It is true that the existing footbridges at the General Motors and Bellevue will be demolished to pave way for the new JKIA-Westlands Expressway.The Star’s fact-check desk moved in to verify claims that demolition of the two bridges which are a true representation of pedestrian safety would risk more lives on the busy highway.Journalist James Smart on his Twitter account indicated that it was ironic that the government spent millions of taxpayers money on the two bridges only for them to be demolished.The tweet generated mixed reactions among his followers, with others questioning if the government had a master-plan for the expressway.The Star contacted the Kenya National Highways Authority (KeNHA) to ascertain the truth.Director General Eng Peter Mundinia confirmed that the existing bridges at GM will be dismantled and new pedestrian bridges erected in their place as part of the Nairobi Expressway works.However, he said the South C Footbridge will be maintained as is.The cost of the two bridges, according to Mundinia, is Sh362 million with Bellevue bridge connecting South C costs Sh177 million. The one at General Motors cost Sh185 million.He said the superstructure of the existing bridges was constructed using structural steel members which can be recovered and reassembled at the same or different location.The two footbridges were built by H. Young & Company though EACC raised concerns over the tendering process. The Kenya Roads Board (KRB) financed the construction work using money from the road maintenance fuel levy fund.The JKIA–Westlands Highway is a planned toll road connecting Jomo Kenyatta International Airport to the neighborhood of Rironi, in Kiambu County, along the Nairobi-Limuru Road.The road starts at Jomo Kenyatta International Airport, along the Nairobi-Mombasa Road and continues along the existing roadway to the Likoni Road Junction, a distance of approximately 12 kilometres.From the Likoni Road junction, the toll highway continues northwards to the James Gichuru Road junction, a distance of approximately 12.5 kilometres.From there, the road continues for about 25 kilometres to Rironi, along the Nairobi–Nakuru Road, where the toll highway ends.The total length of the toll highway is about 50 kilometres.Kenya contracted China Road and Bridge Corporation (CRBC) to build this toll road on a public-private partnership (PPP) basis.CRBC will use their own money to construct the road expansion, interchanges and toll stations after which they will collect the toll fees until their investment is recovered, then the road will be reverted to the government.The cost of the toll highway is quoted as between Sh51 billion and Sh65 billion with works being done in stages.The 50-km road aims at easing traffic from Jomo Kenyatta International Airport heading into the Nairobi city centre.The work involves expansion of the existing road to four-lanes one-way, (8 lanes total), with footpaths, drainage channels, overpass bridges and street lighting.This fact-check was produced by the Star in partnership with Code for Africa’s iLAB data journalism programme, with support from Deutsche Welle AkademieMore:",FACT CHECK
34,Kenya has released 600 Covid-19 patients from hospital into home-based care,"An article published in The Star claiming that 600 COVID-19 patients have been released from hospital and will take part in a home-based care programme being piloted by the Ministry of Health is TRUEHealth Cabinet Secretary Mutahi Kagwe announced that the ministry had developed guidelines and protocols for the implementation of a home and community-based isolation and treatment programme, which would allow asymptomatic COVID-19 patients to leave hospital.The guidelines, released on June 21, advise that patients should not share space with others, and should be in an environment where access to food is guaranteed, personal protective equipment is available. The guidelines also advise that patients be released only when there are no household members who may be at increased risk of complications from COVID-19 infections.Mr Kagwe said the 600 patients — 338 from Kenyatta University Teaching, Referral and Research Hospital and 212 from Coast General Hospital — would be the first cases released to this programme. The programme is scheduled to be extended to patients from medical facilities across the country, the CS said.The adoption of home-based care is aimed at relieving pressure on the country’s medical system as the number of COVID-19 cases continues to rise exponentially.Additionally, Kenya is adopting a community-based approach as a preventive measure against the spread of COVID-19. This involves collaborating with non-governmental organizations and other stakeholders to achieve behaviour change and reduce the number of infected people needing health care at any given time.PesaCheck has looked into an article claiming that the Ministry of Health has released 600 COVID-19 patients to pilot the home-based care programme, and finds it is TRUE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.",
35,MISLEADING: Kakamega residents did not hold pro-Ruto demos,"Last week a photo was widely shared purportedly showing how Kakamega residents took to the streets in support of Deputy President William Ruto.In a photo shared on social media networks, the 'locals' are seen sitting in the road while lifting their hands during the 'demo'.A message attached on the photo read,But did this happen?, the Star moved swiftly to establish the authenticity of the claim.Where did it start?The photo with the caption was widely circulated on WhatsApp indicating that Kakamega residents had decided to welcome DP Ruto as their preferred leader.This post was made at a time when there is currently a lot of political re-alignments, especially within the major political parties as well as the Western region.Kakamega for years has been one of the stronghold areas for the opposition outfit whose Governor Wycliffe Oparanya swept to power on an ODM ticket.The Star called Shinyalu OCPD Robert Maku to confirm the claims.The police boss confirmed the alleged incident did not take place on the airstrip. According to Makau, Devolution CS Eugene Wamalwa was destined to Budalangi where they were to flag off a relief food distribution exercise.But a crowd of boda boda operators and some youth started shouting at the CS's entourage chanting that they knew Ruto, ANC leader Musalia Mudavadi and Bungoma Senator Moses Wetang'ula.The post thus implied that residents had decided to shift their allegiance to Ruto and his wing of the Jubilee Party.FINDINGS The Star established that the said photo was not taken in Kakamega as alleged. The photo was in fact taken in 2016 outside the Anniversary Towers in Nairobi where protesters had camped during the famous anti-IEBC demos.The photo was originally used on an online story by the Daily Mail on June 6, 2016.Whereas it is true that Devolution CS Eugene Wamalwa accompanied by the governor flagged off trucks containing relief food, the Cotu Secretary General was not part of the delegation and the food was from the national government under the Covid-19 kitty.According to teams on the ground, the event took place at the Kakamega Airstrip in Shinyalu. There was no problem when governor Oparanya and CS Wamalwa arrived for the event.Residents had gathered at the venue to witness the flagging off. When the CS was done, the residents hoped that he alongside other leaders addressed them.A few days earlier, the leaders were part of a 'Luhya Unity meeting at Atwoli’s residence.The meeting had brought a lot of jitters in the Western region and the residents knew it was an opportune time to be informed of what that particular meeting was about.They were however disappointed when the CS, governor and other leaders entered in their cars and sped off saying they were to attend to other matters.This did not go well with some of the youth who had come for the event. At this point, they started chanting ‘tunataka Ruto’ (we want Ruto).This incident was captured and used on an online story by the Standard Digital.A day later, former Kakamega Senator Boni Khalwale was arrested for allegedly inciting the youth in the chants.Khalwale presented himself to Malinya police station after warrants of arrest were issued against him and deposited a Sh100,000 police bail to secure his release.He was later released after the DPP withdrew the incitement charges against him.More:",FACT CHECK
